Команда,Всего баллов
"Крипто_Гений (Шафеев Борисов, Павлова Николай, Пешехонов Рустам, Алексашин Борис, Гилевский Алексей)",62
"Софт256 (Амерханов Владимиров, Егоров Виктор, Сердюков Сергеев, Здоровцов Иван, Тюрин Артём)",62
"Прог200 (Соловьёв Иванова, Ледовской Павел, Утляков Рустам, Сердюков Владимир, Полин Андрей)",62
"Team_Байт (Сластёнов Олег, Федосеев Борисов, Шунелько Елена, Рожков Иванов, Бурылов Артём)",61
"ХакPro (Куликов Борисов, Уматкереев Иванов, Федосов Владимиров, Темиров Ильдар, Евтеева Мария)",61
"МЕГА777 (Чистяков Андреев, Палабугин Дмитрий, Адымханов Рустам, Бусыгин Артём, Соловьёв Павел)",61
"Прог-Импульс (Джапаров Сергеев, Зайцева Михаил, Ульянов Сергей, Шамиль Дмитрий, Степин Николай)",61
"Чат.Гений (Ахмадов Борисов, Антонов Иван, Владислав Сергей, Мунаев Михаил, Акладский Ильдар)",61
"ДВГУПС-Крипто (Овчинников Иванов, Дикилиев Ильдар, Лаврентьев Петров, Голубинец Иван, Минатуллаев Андрей)",61
"Формат-Кибер (Горетов Рустам, Дасаев Андреев, Сидоров Иван, Шумский Борис, Оконешников Артём)",60
"Мастер-Диск (Мизерий Ильдар, Коржов Борисов, Евгения Дмитрий, Рябцев Иванова, Болтиев Андреев)",60
"КиберКотики (Пермяков Дмитрий, Идрисов Сергеев, Бунякова Борис, Рощупкин2 Петров, Просвиркин Борисов)",60
"Пермь-Крипто (Кучумов Владимир, Сабитов Сергей, Амерханов Дмитрий, Степуро Виктор, Цуев Андрей)",60
"СГТУ-Крипто (Черняков Борисов, Бунякова Павел, Адамович Елена, Карпов Иванова, Никита Виктор)",60
"КодКрафт (Бачковская Мария, Чикуров Михаил, Гурьев Владимиров, Евгений Рустам, Прокошин Иван)",59
"Team_Комп (Галкина Николай, Гучиева Елена, Забигин Иванов, Соболев Андрей, Морозова Мария)",59
"Team_Софт (Бельков Иванов, Козлова Сергеев, Поярков Ильдар, Ахмадов Владимир, Усиков Борис)",59
"МЕГА503 (Степуро Рустам, Багдасарян Владимир, Аргунов Дмитрий, Толстунова Елена, Хандрамай Олег)",59
"МГУ-Блок (Пермяков Олег, Кучумов Павел, Петров Артём, Евгений Виктор, Кукушкин Рустам)",59
"Центр-Порт (Мангасарян Артём, Палабугин Сергей, Гербылев Ильдар, Владислав Николай, Пермяков Виктор)",59
"Техно💻Мастер (Коржов Артём, Чажаев Петров, Пучков Виктор, Морозов Павел, Огаркова Иванова)",59
"Линукс.ЛОГИ (Алексашин Михаил, Завацкий Борисов, Тюнин Иван, Даниил Николай, Кудяков Андрей)",59
"БайтPro (Кливиткин Артём, Ковалева Алексей, Хидиров Олег, Батаев Иванов, Сердюков Петров)",59
"ВиндPro (Рустамов Иван, Кадиева Мария, Иванова Андрей, Максим Владимиров, Васильева Елена)",58
"КодоВарщики (Гнездилов Иванова, Огаркова Николай, Бурылов Олег, Валентин Андрей, Королева Елена)",58
"Алго_Система (Эверстов Рустам, Пеньков Андреев, Рогачев Иван, Николаенко Андрей, Идрисова Виктор)",58
"Бит++Проект (Пеньков Андрей, Геворгян Павел, Киселев Сергей, Шумский Борисов, Казанцев Михаил)",58
"Дата🤖314 (Попов Ильдар, Деркач Борисов, Полин Петров, Кливиткина Мария, Бунякова Андрей)",58
"ДЖАВА_МАСТЕР (Зараменских Петров, Мизерий Андрей, Вавилин Иванов, Шамиль Рустам, Голубинец Ильдар)",57
"Сайт.Старт (Первий Иванова, Кузьмичёва Дмитрий, Хидиров Иван, Смирнов Михаил, Дмитриев Артём)",57
"Группа_Веб (Соболев Иван, Дерябкина Елена, Алексашин Дмитрий, Линт Виктор, Гарун Андрей)",57
"Софт_Легион (Джапаров Борисов, Венюков Андрей, Ульянов Борис, Гарун Андреев, Рустамов Павел)",57
"Центр-Блок (Щербинин Сергей, Киселев Виктор, Сикоева Мария, Прижигалинская Иван, Зараменских Михаил)",57
"Бот🎮200 (Абасова Алексей, Шипик Ильдар, Гнездилов Борисов, Ледовской Петров, Шуверов Владимиров)",57
"Нет.ДВГУПС (Мунаев Олег, Круглик Борисов, Руднева Мария, Мехедов Борис, Поярков Артём)",57
"Нет-Квант (Фёдор Елена, Савран Андреев, Таранов Владимир, Шалькин Иванов, Cawa Сергей)",57
"PRO_Прог (Степин Владимиров, Лаврентьев Петров, Морозов Дмитрий, Сабитова Мария, Хоменко Елена)",56
"ЧатPlus (Пучков Михаил, Абдулхалик Павел, Темиров Андреев, Карнукаев Андрей, Коржов Сергеев)",56
"КриптоPro (Идрисов Иван, Мухин Сергей, Александр Борисов, Гурьев Борис, Смирнова Елена)",56
"Винд_Квант_TOP (Кукушкин Дмитрий, Рогачев Павел, Зацепин Борисов, Илья Ильдар, Иванов Владимир)",56
"Байт🤖ПАТЧ (Петрова Елена, Александр Артём, Линт Иванова, Антон Борисов, Просвиркин Андреев)",56
"Центр101 (Суровцев Борисов, Дасаев Андрей, Палабугин Николай, Зайцева Сергеев, Звездаков Ильдар)",56
"MERGE_MASTERS (Зарипов Алексей, Зацепин Дмитрий, Дежина Борис, Николаенко Елена, Булгаков Андреев)",55
"Алго_TEAM (Жданкин Рустам, Тюменев Петров, Овчинников Виктор, Серова Мария, Павлов Иван)",55
"Брянск-2 (Туманов Владимир, Карнукаев Иванов, Целищев Виктор, Ховалыг Михаил, Магомедова Андреев)",55
"Техно🔥Тайм (Соболев Николай, Панкина Елена, Степин Иван, Вавилин Петров, Завацкий Андрей)",55
"Дата_TEAM (Мельников Андреев, Галкин Сергей, Попова Николай, Воробьев Рустам, Пеньков Дмитрий)",55
"Формат-Баг (Мамедова Мария, Трунин Владимиров, Котов Андрей, Батаев Михаил, Морозова Елена)",55
"Бит🎮Брянск (Веремеенко Рустам, Шмураков Николай, Кукушкина Елена, Козлова Дмитрий, Сабитов Сергей)",55
"Нет_Отряд_TOP (Ховалыг Владимир, Трепалин Олег, Гербылев Артём, Мизерий Сергей, Просвиркина Елена)",55
"Нейро_СКИЛЛ (Антон Артём, Сергей Мария, Стадник Олег, Дежина Павел, Кливиткин Николай)",55
"ВебКоманда (Есаулов Борисов, Лосяков Сергеев, Багдасарян Владимиров, Сусуев Иван, Георг Николай)",55
"SUPER_Софт (Лосяков Иван, Лаврентьев Артём, Звездаков Андреев, Крылов Андрей, Сикоев Сергей)",55
"DevОтряд (Щелкушкин Алексей, Кливиткин Борисов, Пучков Иванов, Целищев Сергей, Агишин Михаил)",54
"Нейро&1337 (Круглик Владимиров, Есаулова Мария, Зарипов Андрей, Усиков Сергей, Кожанов Михаил)",54
"Группа_Крипто (Руднев Артём, Голубинец Дмитрий, Alina Николай, Рыданова Мария, Темиров Сергеев)",54
"Титан-Сеть (Степуро Владимир, Коваленко Виктор, Рыданов Борис, Речкунов Борисов, Темиров Рустам)",54
"Сайт.404 (Дибров Дмитрий, Киселев Николай, Евтеев Владимир, Шмураков Артём, Зайцев Иванов)",53
"ХакPlus (Мухина Елена, Прижигалинская Борис, Алаудинов Сергей, Соловьёв Артём, Пономарёв Михаил)",53
"Хак_Мастер_TOP (Гарун Николай, Пучков Андреев, Семенова Мария, Евгения Сергей, Мангасарян Дмитрий)",53
"Крипто.ДЕБАГ (Минатуллаев Владимир, Крылов Дмитрий, Дикилиев Виктор, Шуверов Иван, Виктория Андрей)",53
"Винд🚀1337 (Сермягин Олег, Сейдаметов Владимир, Нестюркин Иванов, Назарцев Андреев, Казаков Артём)",53
"Группа_Код (Веревкин Ильдар, Кулькова Рустам, Хоменко Сергей, Alina Елена, Дмитриев Петров)",53
"SUPER_Чип (Алексашин Владимир, Кожанов Виктор, Багдасарян Сергей, Есаулов Иванова, Бакулин Михаил)",52
"Инфо🚀418 (Кормин Сергеев, Алаудинов Владимиров, Фомин Дмитрий, Ушаков Иванов, Казанцев Борис)",52
"Сеть🤖Система (Кукушкин Андреев, Коржов Николай, Лосяков Олег, Круглик Борисов, Поярков Дмитрий)",52
"Дата&256 (Сергеева Елена, Савин Сергеев, Гилевский Андреев, Хлебнов Андрей, Минатуллаев Виктор)",51
"Бит-ХАЙП (Федина Борис, Бачковская Елена, Куликов Николай, Виктория Иванов, Пешехонов Михаил)",51
"НАНО503 (Сермягин Иванов, Прижигалинская Павел, Утляков Дмитрий, Кадиев Виктор, Федоров Рустам)",51
"Веб256 (Решетников Иванова, Идрисов Андрей, Бевз Сергей, Сергей Мария, Оконешников Михаил)",51
"Байт256 (Семенова Николай, Кузнецова Виктор, Хидиров Михаил, Салищева Борис, Чистякова Елена)",51
"PRO_Порт (Толстунов Михаил, Забигин Петров, Морозова Андрей, Гилевский Сергей, Семенов Алексей)",50
"Москва-Софт (Воробьев Андреев, Мухин Сергей, Балакшин Дмитрий, Полин Владимиров, Назарцев Ильдар)",50
"Кибер🤖Про (Целищев Михаил, Ковалева Елена, Нестюркин Дмитрий, Салищева Алексей, Павлова Иванов)",50
"PRO_Нейро (Бачковская Елена, Хидиров Андреев, Речкунов Олег, Шунелько Ильдар, Сикоев Владимир)",50
"Линукс_TEAM (Полин Олег, Никита Иван, Веремеенко Алексей, Кучумов Сергеев, Просвиркин Владимир)",50
"Сайт🚀ТЕСТ (Палабугин Андреев, Pavel Иван, Зайцев Алексей, Мехедов Виктор, Салищева Артём)",50
"Формат-Байт (Кадиев Сергей, Булгаков Борис, Трунин Владимир, Петрова Елена, Эверстов Владимиров)",50
"ПортПроект (Руднев Николай, Шиндяпин Андрей, Морозова Сергеев, Венюков Борисов, Гучиев Рустам)",50
"Team_Алго (Жданкин Николай, Назарцев Борисов, Попов Владимир, Просвиркин Иван, Идрисова Павел)",50
"Бот_Омск_TOP (Васильев Петров, Аминова Елена, Зараменских Николай, Гурьев Рустам, Гербылев Ильдар)",50
